percent,MSI_ref,AS7343,group,species
40,0.0500920005142688,0.1645920297056203,dinoflagellate,pavlova
45,0.0594299994409084,0.1749101941243123,dinoflagellate,pavlova
50,0.0543739981949329,0.1929984893594646,dinoflagellate,pavlova
60,0.0666870027780532,0.2402929533871642,dinoflagellate,pavlova
70,0.0836040005087852,0.2424749311239135,dinoflagellate,pavlova
80,0.1104220002889633,0.2724973620129033,dinoflagellate,pavlova
90,0.1181979998946189,0.3021034349885824,dinoflagellate,pavlova
100,0.1334660053253173,0.3322782395800241,dinoflagellate,pavlova
0,0.0,0.0,dinoflagellate,s. zambalensis
2,-7.79999973019585e-05,-0.0089651740598804,dinoflagellate,s. zambalensis
4,9.999999974752427e-07,-0.0260338966586578,dinoflagellate,s. zambalensis
6,0.0013559999642893,0.0108797866543057,dinoflagellate,s. zambalensis
8,0.0057350001297891,0.0078258006284351,dinoflagellate,s. zambalensis
10,0.006448000203818,0.0031372574751328,dinoflagellate,s. zambalensis
12,0.0086529999971389,-0.0002847177754304,dinoflagellate,s. zambalensis
14,0.0070159998722374,0.0193720230735194,dinoflagellate,s. zambalensis
16,0.0100349998101592,0.006499326524245,dinoflagellate,s. zambalensis
18,0.0102000003680586,0.0095133223473232,dinoflagellate,s. zambalensis
20,0.0119129996746778,0.0098367899225194,dinoflagellate,s. zambalensis
25,0.0131700001657009,-0.017570928008354,dinoflagellate,s. zambalensis
30,0.0131569998338818,-0.0070583938211393,dinoflagellate,s. zambalensis
35,0.0127710001543164,-0.0043331625250327,dinoflagellate,s. zambalensis
40,0.0235350001603364,0.008723064035425,dinoflagellate,s. zambalensis
45,0.0212549995630979,0.0016743560314297,dinoflagellate,s. zambalensis
50,0.025119999423623,0.0112036966101708,dinoflagellate,s. zambalensis
60,0.0389669984579086,0.0154602501836042,dinoflagellate,s. zambalensis
70,0.0337590016424655,0.0387566647928237,dinoflagellate,s. zambalensis
80,0.0387259982526302,0.0328538954956619,dinoflagellate,s. zambalensis
90,0.046094998717308,0.0651129486841113,dinoflagellate,s. zambalensis
100,0.046153001487255,0.0864226183798203,dinoflagellate,s. zambalensis
