450nm,475nm,515nm,550nm,555nm,600nm,640nm,690nm,rf,svc,xgb_f,xgb_d,regr_xgb_f
0.0581380352,0.0575241446,0.0509608202,0.0676411092,0.0510617234,0.0526465811,0.0590209328,0.0836956352,2,2,1,0,68.730324
0.0014299199,0.0067103226,0.0076212082,0.0112214983,0.0063357684,0.0038612732,0.0078479284,0.0144504728,2,1,1,1,1.472640
0.0282296445,0.0306612942,0.0288849548,0.0341141969,0.0260972157,0.0246864613,0.0278206877,0.0432117954,2,1,1,2,23.816591
0.0124088833,0.0039100857,0.0041323970,0.0008034713,0.0032667103,0.0021593668,0.0007462039,0.0026795082,2,2,2,2,5.710429
0.0110800611,0.0094931852,0.0086322939,0.0093861660,0.0071119051,0.0062346649,0.0067724609,0.0121075623,2,1,1,1,5.704406
0.0029984368,0.0083444910,0.0091759600,0.0128470119,0.0075613461,0.0052286950,0.0092733772,0.0167674087,2,1,1,1,0.255067
0.0123457769,0.0142474957,0.0134729613,0.0161138605,0.0107743070,0.0114947027,0.0146719823,0.0184035078,2,1,1,1,7.888894
0.0324630849,0.0365716256,0.0323056206,0.0441300906,0.0291004870,0.0304660443,0.0369465090,0.0541869067,2,1,1,0,23.474661
0.0264858212,0.0180647150,0.0157014094,0.0154416813,0.0143584404,0.0144843953,0.0134518314,0.0225636922,2,1,1,2,22.084513
0.0081809945,0.0055268398,0.0059458893,0.0055455407,0.0056211413,0.0052277842,0.0045745582,0.0074798283,2,2,1,1,6.484070
0.0053168484,0.0013317815,0.0018593820,-0.0020034667,0.0017294609,-0.0005049537,-0.0007423736,-0.0017376909,2,2,2,2,-13.675962
0.2205635309,0.2201159745,0.1940949559,0.2699357271,0.1898259073,0.1964761019,0.2331369966,0.3537564576,2,2,1,2,59.571472
0.0286129881,0.0334895924,0.0320855118,0.0402943455,0.0286976378,0.0271894149,0.0321484171,0.0506383218,2,1,1,0,23.816591
0.0134356823,0.0152278058,0.0137375770,0.0197921991,0.0133119151,0.0133619206,0.0146373734,0.0262235869,2,1,1,1,5.155184
0.1225497052,0.1170126274,0.1054376736,0.1288173050,0.0944249853,0.0898730978,0.1025940925,0.1643136740,2,2,1,2,48.859505
0.0407096110,0.0398019142,0.0350784063,0.0474440381,0.0349058844,0.0359538831,0.0407242291,0.0576177835,2,1,1,0,33.692356
0.0220992584,0.0234631095,0.0213493910,0.0275932308,0.0206619129,0.0211753864,0.0238895938,0.0349035151,2,1,1,0,24.610802
0.0331587568,0.0350443013,0.0310808029,0.0408197679,0.0317783393,0.0325500146,0.0353152715,0.0498772748,2,1,1,0,23.474661
0.0082823969,0.0085012140,0.0085276533,0.0102743814,0.0060576969,0.0072210194,0.0078023141,0.0128461495,2,1,1,1,5.471402
0.0052552633,0.0114618866,0.0109607866,0.0173971020,0.0084070330,0.0065928129,0.0118583655,0.0225613657,2,1,1,1,1.118758
-0.0055518369,-0.0059352359,-0.0050018462,-0.0041216486,-0.0054043340,-0.0049836179,-0.0041757640,-0.0042789630,2,2,1,1,-23.053150
-0.0053568357,-0.0044639511,-0.0024856017,-0.0032843100,-0.0034092008,-0.0046037370,-0.0038150921,-0.0038548009,2,2,1,1,-23.053150
0.0117171602,0.0006807384,0.0020564867,-0.0029184083,0.0014698436,0.0015122242,0.0000011728,-0.0016974028,2,2,2,2,7.183367
0.0220503937,0.0243080668,0.0210662447,0.0281854980,0.0209850818,0.0215175562,0.0245648157,0.0345710330,2,1,1,0,24.610802
0.0214949176,0.0088722249,0.0092895040,0.0090303132,0.0080580898,0.0080178482,0.0057874559,0.0138938287,2,2,1,2,22.819477
0.0222781524,0.0198338106,0.0197047405,0.0261695962,0.0193715375,0.0198347047,0.0214035530,0.0304850992,2,1,1,0,24.588131
0.0754166618,0.0759148225,0.0682954416,0.0906531960,0.0642048120,0.0664786622,0.0783970207,0.1120512858,2,2,1,2,72.784096
0.0015239574,-0.0034542647,-0.0007750854,-0.0068177716,-0.0025103958,-0.0045558237,-0.0048187231,-0.0084450617,2,2,2,2,-14.416293
-0.0017662550,-0.0016421112,-0.0014935600,-0.0009953207,-0.0017591472,-0.0020395569,-0.0021877433,-0.0009498657,2,2,1,1,-19.541136
0.0465465486,0.0374695472,0.0356259830,0.0395985618,0.0314370804,0.0304235164,0.0330116153,0.0538046695,2,2,2,2,60.306210
0.0061089071,0.0034371901,0.0022947937,0.0031180889,0.0042565595,0.0048428490,0.0042921151,0.0055029895,2,2,1,2,6.893584
0.0053997799,0.0083348555,0.0071043940,0.0114394398,0.0068327948,0.0069763283,0.0077016959,0.0146936839,2,1,1,1,0.475591
0.0271122828,0.0175110027,0.0171185546,0.0165548138,0.0141835483,0.0135757290,0.0147354566,0.0228647925,2,1,1,2,22.153601
0.0081482064,0.0065569291,0.0068749287,0.0086160861,0.0054645403,0.0053864778,0.0065073897,0.0120270345,2,1,1,1,6.019427
0.0755768493,0.0758007392,0.0683048591,0.0905076116,0.0641293749,0.0663841516,0.0783189759,0.1117458194,2,2,1,2,72.784096
0.0683132559,0.0704745427,0.0618601665,0.0829106644,0.0601780303,0.0613698438,0.0715631992,0.1020522490,2,2,1,0,72.784096
0.0050982609,0.0050395168,0.0049000140,0.0055016330,0.0039392416,0.0055616242,0.0040301108,0.0061672893,2,1,1,1,0.431062
0.0470369011,0.0433803797,0.0390935577,0.0485086516,0.0378225781,0.0377340391,0.0421466120,0.0599864349,2,2,2,0,60.306210
0.0050851493,0.0034564792,0.0042315382,0.0032403101,0.0040316395,0.0023587137,0.0029768674,0.0049693934,2,2,1,2,0.431062
0.0252316725,0.0251650307,0.0227349009,0.0292242300,0.0241153464,0.0250661839,0.0246864855,0.0364868641,2,1,1,0,24.610802
-0.0039030747,-0.0076320125,-0.0069443583,-0.0110299336,-0.0060880152,-0.0067676301,-0.0083834752,-0.0137488842,2,2,1,2,-23.053150
0.1300643981,0.1280413270,0.1147016063,0.1559200883,0.1121087521,0.1161516756,0.1358784586,0.1948541552,2,2,1,2,48.859505
0.1493463069,0.1465493143,0.1325163990,0.1804732680,0.1300143898,0.1348634511,0.1571201384,0.2273898572,2,2,1,2,48.864758
0.0160540715,0.0198435783,0.0194640737,0.0247042999,0.0164416507,0.0146369319,0.0194892697,0.0314881839,2,1,1,1,19.343693
0.0225230064,0.0244556628,0.0220999327,0.0282842983,0.0212352704,0.0219185427,0.0242810734,0.0348203667,2,1,1,0,24.610802
0.0993484110,0.0995029509,0.0909586847,0.1122523472,0.0819619074,0.0791625828,0.0910828263,0.1419330984,2,2,1,2,72.794907
0.0656353757,0.0640675128,0.0578746535,0.0742164776,0.0545107163,0.0559376702,0.0652545094,0.0916843638,2,2,1,0,71.355324
0.0094879782,-0.0009032630,0.0000247417,-0.0038071219,0.0001083051,-0.0000842310,-0.0018284715,-0.0031851698,2,2,2,2,-2.588627
0.0067341388,0.0035915317,0.0030188658,0.0016058700,0.0044876998,0.0045418725,0.0006529936,0.0024349948,2,2,1,2,7.378904
0.1299444586,0.1281747222,0.1152780131,0.1556080133,0.1121945307,0.1167244613,0.1360241473,0.1954268813,2,2,1,2,48.859505
0.0180491209,0.0185441040,0.0180070251,0.0229860581,0.0186741967,0.0191953070,0.0198904201,0.0281461626,2,1,1,0,24.045708
0.0209300891,0.0209905040,0.0202493817,0.0224925969,0.0179383680,0.0165990200,0.0182797667,0.0278021879,2,1,1,0,24.605049
0.0155745680,0.0065960581,0.0071431440,0.0043421010,0.0058042775,0.0047341348,0.0051131374,0.0067784996,2,2,1,2,16.691933
0.0111045223,0.0095318658,0.0085499892,0.0094102556,0.0068995194,0.0061930423,0.0068520186,0.0125104645,2,1,1,1,5.704406
0.0078750793,0.0054201055,0.0032989979,0.0045628501,0.0060852603,0.0060827541,0.0060034953,0.0069433991,2,2,1,2,4.856594
0.0282746665,0.0284456816,0.0258838870,0.0331579521,0.0259282943,0.0266965758,0.0290795509,0.0416584648,2,1,1,0,23.816591
0.0063557853,0.0054567875,0.0069038598,0.0087226201,0.0058971411,0.0069138086,0.0066790651,0.0092054838,2,1,1,1,8.091270
0.0473076552,0.0433700308,0.0389281102,0.0483006053,0.0381358266,0.0375153013,0.0424158163,0.0602523237,2,2,2,0,60.306210
0.1924067736,0.1924609095,0.1716776639,0.2373987734,0.1674973667,0.1737703234,0.2046658546,0.3078342080,2,2,1,2,48.864758
0.0155134192,0.0194071978,0.0184600372,0.0236925632,0.0174072422,0.0169000961,0.0195683576,0.0284591038,2,1,1,0,16.847155
0.0040243682,0.0036976824,0.0028294842,0.0031425301,0.0043538646,0.0028409087,0.0031912848,0.0041499631,2,2,1,2,0.201067
0.0000001967,-0.0043128519,-0.0032615270,-0.0084325299,-0.0039051101,-0.0056227059,-0.0068207439,-0.0105363009,2,2,1,2,-19.541136
0.0452313758,0.0486142635,0.0426836237,0.0579137579,0.0412278473,0.0421231538,0.0488288775,0.0721708089,2,2,1,0,60.306210
0.0472727083,0.0435874574,0.0391719528,0.0487948991,0.0378161892,0.0379879363,0.0423307829,0.0601193532,2,2,2,0,60.306210
0.0122264614,0.0141810989,0.0131965885,0.0162569862,0.0109526487,0.0113886669,0.0144615108,0.0186016951,2,1,1,1,7.664933
0.1525065601,0.1525660306,0.1372563392,0.1894728690,0.1340283155,0.1388473064,0.1625174582,0.2400920987,2,2,1,2,48.864758
0.0253138132,0.0252834074,0.0229440089,0.0294719748,0.0244599935,0.0250240378,0.0254444350,0.0369046517,2,1,1,0,24.610802
0.0033257101,0.0109079257,0.0109690698,0.0161930304,0.0077741081,0.0060598804,0.0111332983,0.0204552803,2,1,1,1,0.183615
0.0264684241,0.0245060902,0.0226766933,0.0285784639,0.0252315607,0.0258729607,0.0256614462,0.0336088985,2,1,1,0,23.523027
0.0581918620,0.0620092526,0.0551784262,0.0751277581,0.0518692918,0.0529280417,0.0632549599,0.0927125141,2,2,1,0,71.355324
0.0040291208,0.0089617847,0.0082127303,0.0145284813,0.0069237864,0.0071265069,0.0104364147,0.0193450861,2,1,1,1,0.365007
0.0266634952,0.0171792153,0.0168022178,0.0164534822,0.0138152922,0.0133617427,0.0145004857,0.0225206986,2,1,1,2,22.084513
0.0537723340,0.0552479476,0.0514812320,0.0629727542,0.0475851372,0.0454945751,0.0511483029,0.0785182193,2,2,2,0,60.404980
0.0223925710,0.0238460228,0.0207583606,0.0273467302,0.0204547457,0.0212004110,0.0243215952,0.0351946801,2,1,1,0,24.610802
0.0290217679,0.0333582163,0.0317085572,0.0402687006,0.0282891411,0.0271464139,0.0323292501,0.0502024777,2,1,1,0,23.816591
0.0142870583,0.0101391235,0.0105059557,0.0101244561,0.0106038246,0.0093699452,0.0087145977,0.0127194161,2,1,1,2,6.043036
0.0285645891,0.0297930185,0.0262551159,0.0343863778,0.0267947111,0.0274423417,0.0295860972,0.0422092676,2,1,1,0,23.816591
0.0223271791,0.0200364403,0.0195889995,0.0259246659,0.0191040318,0.0199014470,0.0213365704,0.0304441676,2,1,1,0,24.588131
0.1131137386,0.1108724847,0.0977497250,0.1312887073,0.0961197615,0.0989415571,0.1152122170,0.1645773947,2,2,1,2,73.013718
0.0207749307,0.0210586675,0.0207728948,0.0226393249,0.0177246071,0.0172516610,0.0181993768,0.0276791472,2,1,1,0,24.535395
0.0156422444,0.0197465383,0.0184683017,0.0234473571,0.0180361290,0.0164569300,0.0195414666,0.0283358470,2,1,1,0,19.181620
0.1076642498,0.1027829275,0.0942247659,0.1136856526,0.0843265429,0.0812245607,0.0915391296,0.1440556794,2,2,1,2,73.118057
0.0063355155,0.0078957910,0.0077861734,0.0098018320,0.0091690840,0.0094980374,0.0086615672,0.0111447982,2,1,1,1,7.078603
0.0033017537,0.0106749535,0.0107123833,0.0159232616,0.0076038884,0.0059101302,0.0108651118,0.0203317609,2,1,1,1,0.183615
0.0991920233,0.0945431963,0.0851038694,0.1118949279,0.0826999769,0.0853728950,0.0977454931,0.1394131929,2,2,1,2,72.794907
0.0108968941,0.0081867659,0.0071597998,0.0052996255,0.0068743657,0.0072678602,0.0041173766,0.0083066113,2,1,1,2,4.168940
0.0307503957,0.0324133784,0.0286516622,0.0366027355,0.0283655636,0.0287425127,0.0319361500,0.0459164977,2,1,1,0,23.816591
0.1361913681,0.1283255816,0.1163743436,0.1412125230,0.1036572158,0.0994568467,0.1138481125,0.1814378947,2,2,1,2,48.864758
-0.0054894472,-0.0044454029,-0.0027092462,-0.0032843100,-0.0035684966,-0.0044176974,-0.0037764288,-0.0037004412,2,2,1,1,-23.053150
0.1925743818,0.1924609095,0.1717149466,0.2380034626,0.1679137051,0.1738585532,0.2050601691,0.3076621294,2,2,1,2,48.864758
0.0254205577,0.0226915870,0.0219689142,0.0270772409,0.0212983675,0.0223793741,0.0241602510,0.0317150541,2,1,1,0,24.588131
0.0066868435,0.0106749535,0.0102491379,0.0169051755,0.0076707513,0.0079117566,0.0127464766,0.0225199554,2,1,1,1,7.542843
0.0145327365,0.0104836859,0.0112882555,0.0104981940,0.0112042604,0.0100647975,0.0089187268,0.0131803518,2,1,1,2,6.008264
0.0223762095,0.0198723972,0.0197378155,0.0261940975,0.0191891268,0.0198013373,0.0212829933,0.0303214081,2,1,1,0,24.588131
0.0996105373,0.0998726562,0.0912699476,0.1125323400,0.0822013244,0.0792911202,0.0911968499,0.1415434182,2,2,1,2,72.834930
0.0327311419,0.0366634876,0.0327434167,0.0428949110,0.0362634063,0.0314422585,0.0366671570,0.0532685742,2,1,1,0,23.474661
-0.0034011956,-0.0029488951,-0.0028529475,-0.0021649268,-0.0033973982,-0.0030965754,-0.0030023050,-0.0023083175,2,2,1,1,-23.053150
0.0792670548,0.0791715756,0.0693547577,0.0934979916,0.0684265345,0.0705208555,0.0799351931,0.1171368212,2,2,1,0,72.818657
0.1926388741,0.1927035898,0.1719635725,0.2376578152,0.1675335616,0.1738333404,0.2047534585,0.3071462810,2,2,1,2,48.864758
0.0119164195,0.0109061981,0.0112919426,0.0135469511,0.0103169521,0.0107286610,0.0117491791,0.0151681677,2,1,1,1,7.291049
0.0308420938,0.0323327556,0.0282780416,0.0371082909,0.0285833981,0.0288446788,0.0315227881,0.0456168503,2,1,1,0,23.816591
0.0578421317,0.0618110746,0.0544038974,0.0750717521,0.0517102852,0.0527555086,0.0629102737,0.0934900716,2,2,1,0,68.730324
0.0012392811,0.0068829744,0.0079168519,0.0110520767,0.0064508743,0.0039936523,0.0078346319,0.0144909974,2,1,1,1,0.884249
0.0223950185,0.0251741242,0.0232257135,0.0302249342,0.0223507844,0.0215896685,0.0252179075,0.0376951993,2,1,1,0,24.610802
0.0337464772,0.0349833556,0.0313887671,0.0408197679,0.0320987143,0.0325586125,0.0362764224,0.0501803644,2,1,1,0,23.474661
0.0375129990,0.0394517407,0.0357531868,0.0461719409,0.0350452140,0.0354595222,0.0394279100,0.0573969111,2,1,1,0,25.592796
0.0258399341,0.0249875486,0.0230276845,0.0289766509,0.0242199376,0.0249481909,0.0254579820,0.0364033580,2,1,1,0,24.520260
0.0079824803,0.0085199736,0.0080772880,0.0100851329,0.0058683762,0.0067403372,0.0072945431,0.0126097687,2,1,1,1,5.041613
0.0706119835,0.0730849430,0.0666844398,0.0814925879,0.0609445237,0.0580516718,0.0668389052,0.1034398600,2,2,1,2,72.784096
0.0053408253,0.0036397779,0.0047193677,0.0037051137,0.0043416996,0.0027909973,0.0037949970,0.0054619168,2,2,1,2,0.290573
0.0420163460,0.0425985716,0.0399332754,0.0475447923,0.0355063640,0.0336437486,0.0390542224,0.0608059131,2,2,1,0,33.881832
0.0270783957,0.0182259679,0.0181892477,0.0172902904,0.0149148954,0.0143470950,0.0159402769,0.0232092049,2,1,1,1,21.990278
0.0076417872,0.0050322697,0.0058960868,0.0049556158,0.0055784225,0.0047257734,0.0039292877,0.0069846357,2,2,1,1,6.192237
0.0406791084,0.0422455892,0.0376381241,0.0473356694,0.0353975147,0.0359434895,0.0382899903,0.0593299456,2,2,1,0,33.692356
0.0075211753,0.0051582670,0.0030682855,0.0044401959,0.0059691765,0.0063765785,0.0062196604,0.0070671225,2,2,1,2,13.744359
0.0261898860,0.0173098799,0.0153947864,0.0145585975,0.0141585702,0.0139440726,0.0127772847,0.0220910255,2,1,1,2,23.081745
0.0754543543,0.0759947002,0.0680600479,0.0907114521,0.0641636625,0.0659685507,0.0786468461,0.1119494364,2,2,1,2,72.784096
-0.0028046435,0.0018363469,0.0013047276,0.0051464438,-0.0006847663,-0.0006119016,0.0029472383,0.0075847507,1,1,1,1,-19.814985
0.0280428901,0.0285452995,0.0255635753,0.0327327065,0.0261261556,0.0262988806,0.0291890167,0.0414891504,2,1,1,0,23.816591
0.0419898778,0.0402075052,0.0372170135,0.0480407141,0.0363302715,0.0370520018,0.0415522084,0.0579101853,2,1,1,0,33.881832

DONE. Average runtimes:
 - CALIBRATION -
  450nm: 11.93 usec
  475nm: 11.33 usec
  515nm: 11.75 usec
  550nm: 11.67 usec
  555nm: 11.67 usec
  600nm: 11.64 usec
  640nm: 11.72 usec
  690nm: 11.64 usec
 - CLASSIFICATION -
     RF: 1699.06 usec
    SVC: 1798.18 usec
  XGB_f: 316.22 usec
  XGB_d: 455.92 usec
 - CONCENTRATION -
  XGB_f: 402.46 usec
  XGB_d: 0.00 usec
   lin1: 0.00 usec
   lin2: 0.00 usec
 - OVERALL -
       : 4781.00 usec
